Match Date,Home Team,Away Team,Home Score,Away Score,Home Odds,Away Odds
N/A,Utah Jazz,Portland Trail Blazers,118,113,-116,+100
N/A,Dallas Mavericks,Oklahoma City Thunder,120,126,+164,-196
N/A,Phoenix Suns,Memphis Grizzlies,116,109,-476,+358
N/A,Chicago Bulls,New Orleans Pelicans,124,118,-101,-116
N/A,Miami Heat,Indiana Pacers,129,144,-185,+156
N/A,Milwaukee Bucks,Atlanta Hawks,132,121,-250,+206
N/A,Brooklyn Nets,Orlando Magic,129,101,-135,+114
N/A,Detroit Pistons,Cleveland Cavaliers,101,110,+309,-400
N/A,Charlotte Hornets,Minnesota Timberwolves,117,123,+170,-204
N/A,Los Angeles Clippers,Golden State Warriors,113,112,-208,+172
N/A,Phoenix Suns,Denver Nuggets,111,119,-106,-110
N/A,New Orleans Pelicans,San Antonio Spurs,121,106,-769,+517
N/A,Boston Celtics,Philadelphia 76ers,125,119,-625,+443
N/A,Dallas Mavericks,Memphis Grizzlies,94,108,-233,+191
N/A,Toronto Raptors,New York Knicks,106,119,-123,+104
N/A,Orlando Magic,Washington Wizards,130,125,-476,+367
N/A,Golden State Warriors,Los Angeles Clippers,120,114,-128,+110
N/A,Chicago Bulls,Milwaukee Bucks,120,113,+372,-476
N/A,Minnesota Timberwolves,Utah Jazz,101,90,-625,+444
N/A,Oklahoma City Thunder,Los Angeles Lakers,133,110,-196,+163
N/A,San Antonio Spurs,Atlanta Hawks,135,137,+202,-250
N/A,Brooklyn Nets,Charlotte Hornets,128,129,-370,+301
N/A,Miami Heat,Indiana Pacers,142,132,-164,+140
N/A,New York Knicks,Detroit Pistons,118,112,-909,+620
N/A,Cleveland Cavaliers,Portland Trail Blazers,95,103,-625,+454
N/A,Sacramento Kings,Los Angeles Clippers,117,131,+104,-123
N/A,Denver Nuggets,Houston Rockets,134,124,-455,+353
N/A,Memphis Grizzlies,Utah Jazz,105,91,-164,+138
N/A,New Orleans Pelicans,Philadelphia 76ers,124,114,-127,+112
N/A,Toronto Raptors,Phoenix Suns,112,105,+131,-154
N/A,Detroit Pistons,Los Angeles Lakers,107,133,+248,-312
N/A,Orlando Magic,Washington Wizards,139,120,-435,+338
N/A,Sacramento Kings,Golden State Warriors,124,123,-125,+106
N/A,Dallas Mavericks,Houston Rockets,121,115,-172,+148
N/A,Minnesota Timberwolves,Oklahoma City Thunder,106,103,-152,+129
N/A,Boston Celtics,Chicago Bulls,124,97,-714,+505
N/A,Brooklyn Nets,Toronto Raptors,115,103,-122,+104
N/A,Cleveland Cavaliers,Atlanta Hawks,128,105,-179,+152
N/A,Miami Heat,Milwaukee Bucks,124,131,+156,-189
N/A,New York Knicks,Charlotte Hornets,115,91,-588,+442
N/A,Los Angeles Clippers,Denver Nuggets,104,113,-526,+397
N/A,Utah Jazz,New Orleans Pelicans,114,112,+200,-244
N/A,Detroit Pistons,Washington Wizards,107,126,-133,+112
N/A,Indiana Pacers,Portland Trail Blazers,110,114,-667,+469
N/A,Philadelphia 76ers,Los Angeles Lakers,138,94,-217,+179
N/A,Denver Nuggets,San Antonio Spurs,132,120,-526,+393
N/A,Brooklyn Nets,Chicago Bulls,118,109,-147,+125
N/A,Cleveland Cavaliers,Toronto Raptors,105,102,-152,+129
N/A,Boston Celtics,Atlanta Hawks,113,103,-294,+237
N/A,Memphis Grizzlies,Minnesota Timberwolves,97,119,+206,-256
N/A,New York Knicks,Phoenix Suns,113,116,-208,+174
N/A,Orlando Magic,Charlotte Hornets,130,117,-256,+209
N/A,Milwaukee Bucks,Portland Trail Blazers,108,102,-769,+545
N/A,Los Angeles Clippers,Dallas Mavericks,107,88,-119,+100
N/A,Utah Jazz,New Orleans Pelicans,105,100,+125,-147
N/A,Cleveland Cavaliers,Los Angeles Lakers,115,121,-179,+150
N/A,Washington Wizards,Atlanta Hawks,108,136,+271,-345
N/A,Brooklyn Nets,Miami Heat,112,97,-286,+231
N/A,Oklahoma City Thunder,Philadelphia 76ers,123,127,+100,-116
N/A,Los Angeles Clippers,New Orleans Pelicans,106,116,-204,+169
N/A,Golden State Warriors,San Antonio Spurs,118,112,-455,+348
N/A,Houston Rockets,Denver Nuggets,105,86,+125,-147
N/A,Indiana Pacers,Detroit Pistons,136,113,-400,+311
N/A,Milwaukee Bucks,Washington Wizards,131,128,-833,+574
N/A,Minnesota Timberwolves,Sacramento Kings,111,124,-185,+156
N/A,New York Knicks,Miami Heat,100,98,-200,+165
N/A,Toronto Raptors,Chicago Bulls,121,108,-196,+165
N/A,Memphis Grizzlies,Phoenix Suns,89,110,+138,-164
N/A,Orlando Magic,Boston Celtics,113,96,+177,-213
N/A,Los Angeles Lakers,Dallas Mavericks,101,104,-105,-111
N/A,Phoenix Suns,Golden State Warriors,123,115,-145,+122
N/A,Portland Trail Blazers,Utah Jazz,121,105,+129,-152
N/A,Houston Rockets,Memphis Grizzlies,111,91,-204,+169
N/A,Minnesota Timberwolves,Philadelphia 76ers,112,99,-278,+225
N/A,New Orleans Pelicans,Sacramento Kings,117,112,+100,-118
N/A,Oklahoma City Thunder,Chicago Bulls,116,102,-278,+227
N/A,San Antonio Spurs,Los Angeles Clippers,102,109,+263,-323
N/A,Atlanta Hawks,Brooklyn Nets,147,145,-152,+129
N/A,Boston Celtics,Milwaukee Bucks,119,116,-238,+195
N/A,Cleveland Cavaliers,Miami Heat,96,129,-118,+100
N/A,Indiana Pacers,Toronto Raptors,131,132,-137,+118
N/A,Charlotte Hornets,Washington Wizards,117,114,-164,+139
N/A,Orlando Magic,Denver Nuggets,124,119,+133,-156
N/A,Los Angeles Lakers,Utah Jazz,131,99,-303,+242
N/A,Phoenix Suns,Portland Trail Blazers,120,107,-714,+524
N/A,Atlanta Hawks,Indiana Pacers,152,157,-161,+137
N/A,Philadelphia 76ers,Cleveland Cavaliers,119,122,-323,+260
N/A,Orlando Magic,Toronto Raptors,126,107,-120,+104
N/A,Golden State Warriors,Houston Rockets,121,116,-286,+234
N/A,Chicago Bulls,Miami Heat,100,118,+104,-122
N/A,Minnesota Timberwolves,New York Knicks,117,100,-137,+117
N/A,New Orleans Pelicans,Sacramento Kings,129,93,+102,-120
N/A,San Antonio Spurs,Los Angeles Clippers,99,124,+293,-370
N/A,Charlotte Hornets,Boston Celtics,121,118,+284,-357
N/A,Detroit Pistons,Denver Nuggets,103,107,+334,-435
N/A,Washington Wizards,Milwaukee Bucks,129,142,+355,-455
N/A,Los Angeles Lakers,Houston Rockets,105,104,-233,+189
N/A,Portland Trail Blazers,Oklahoma City Thunder,91,134,+222,-270
N/A,Memphis Grizzlies,Boston Celtics,100,102,+466,-667
N/A,Utah Jazz,Phoenix Suns,137,140,+160,-192
N/A,Dallas Mavericks,Sacramento Kings,113,129,-119,+102
N/A,Cleveland Cavaliers,Denver Nuggets,121,109,+152,-182
N/A,Indiana Pacers,Orlando Magic,116,128,-185,+156
N/A,Toronto Raptors,Detroit Pistons,142,113,-417,+324
N/A,Brooklyn Nets,Philadelphia 76ers,99,121,+138,-164
N/A,Golden State Warriors,Oklahoma City Thunder,123,130,-128,+110
N/A,Chicago Bulls,Miami Heat,102,97,+106,-123
N/A,Milwaukee Bucks,Dallas Mavericks,132,125,-125,+106
N/A,San Antonio Spurs,Memphis Grizzlies,108,120,+127,-152
N/A,New Orleans Pelicans,Minnesota Timberwolves,120,121,+235,-294
N/A,Charlotte Hornets,New York Knicks,108,122,+202,-250
N/A,Los Angeles Clippers,Houston Rockets,106,100,-294,+236
N/A,Portland Trail Blazers,Los Angeles Lakers,95,107,+330,-417
N/A,Utah Jazz,Phoenix Suns,128,131,+169,-204
N/A,Chicago Bulls,Orlando Magic,97,103,-164,+139
N/A,New Orleans Pelicans,Denver Nuggets,115,110,+161,-196
N/A,Atlanta Hawks,Philadelphia 76ers,116,126,+102,-119
N/A,Cleveland Cavaliers,Detroit Pistons,108,100,-370,+288
N/A,San Antonio Spurs,Sacramento Kings,120,129,+282,-357
N/A,Toronto Raptors,Boston Celtics,105,108,+300,-385
N/A,Charlotte Hornets,Milwaukee Bucks,99,130,+285,-357
N/A,Washington Wizards,New York Knicks,99,120,+225,-278
N/A,Golden State Warriors,Oklahoma City Thunder,109,128,+133,-159
N/A,Miami Heat,Brooklyn Nets,122,115,-161,+138
N/A,Los Angeles Lakers,Sacramento Kings,110,125,-110,-106
N/A,Portland Trail Blazers,Cleveland Cavaliers,95,109,+342,-455
N/A,Phoenix Suns,Minnesota Timberwolves,133,115,-175,+150
N/A,Chicago Bulls,Orlando Magic,94,96,-132,+112
N/A,Atlanta Hawks,New York Knicks,114,116,-118,+100
N/A,Philadelphia 76ers,Boston Celtics,107,117,-103,-114
N/A,Toronto Raptors,Milwaukee Bucks,112,128,-101,-115
N/A,Washington Wizards,Dallas Mavericks,117,130,+149,-175
N/A,Los Angeles Lakers,Memphis Grizzlies,134,107,-256,+209
N/A,Denver Nuggets,Los Angeles Clippers,111,108,-185,+158
N/A,Golden State Warriors,Minnesota Timberwolves,101,104,+129,-154
N/A,Utah Jazz,Portland Trail Blazers,115,99,-263,+216
N/A,New Orleans Pelicans,Dallas Mavericks,131,110,+135,-161
N/A,Brooklyn Nets,Orlando Magic,124,104,-143,+122
N/A,Oklahoma City Thunder,San Antonio Spurs,123,87,-476,+363
N/A,Charlotte Hornets,Miami Heat,105,111,+196,-238
N/A,Detroit Pistons,Atlanta Hawks,120,126,+156,-185
N/A,Philadelphia 76ers,Indiana Pacers,126,132,-217,+183
N/A,Sacramento Kings,Cleveland Cavaliers,132,120,-109,-109
N/A,Milwaukee Bucks,Chicago Bulls,118,109,-417,+329
N/A,Boston Celtics,New York Knicks,114,98,-417,+332
N/A,Toronto Raptors,Washington Wizards,111,107,-357,+285
N/A,Los Angeles Lakers,Portland Trail Blazers,116,110,-370,+292
N/A,Golden State Warriors,Minnesota Timberwolves,110,116,-154,+129
N/A,Phoenix Suns,Oklahoma City Thunder,99,111,-164,+139
N/A,Chicago Bulls,Detroit Pistons,119,108,-256,+210
N/A,Houston Rockets,Denver Nuggets,107,104,+163,-196
N/A,New Orleans Pelicans,Dallas Mavericks,124,136,+137,-161
N/A,San Antonio Spurs,Miami Heat,113,118,+106,-125
N/A,Philadelphia 76ers,Indiana Pacers,137,126,-263,+214
N/A,Los Angeles Clippers,Memphis Grizzlies,101,105,-345,+276
N/A,Brooklyn Nets,Washington Wizards,102,94,-278,+225
N/A,New York Knicks,Charlotte Hornets,129,107,-500,+382
N/A,Golden State Warriors,Cleveland Cavaliers,110,118,-179,+150
N/A,Atlanta Hawks,Miami Heat,109,117,-303,+246
N/A,Boston Celtics,Toronto Raptors,117,94,-385,+301
N/A,Orlando Magic,Milwaukee Bucks,112,97,+112,-130
N/A,Phoenix Suns,Los Angeles Lakers,119,122,-135,+116
N/A,Sacramento Kings,Oklahoma City Thunder,105,98,+102,-122
N/A,Dallas Mavericks,Los Angeles Clippers,144,126,-118,-101
N/A,Houston Rockets,New Orleans Pelicans,104,101,-145,+125
N/A,Memphis Grizzlies,Utah Jazz,121,127,-196,+166
N/A,San Antonio Spurs,Minnesota Timberwolves,110,117,+236,-294
N/A,Boston Celtics,Brooklyn Nets,121,107,-625,+455
N/A,Detroit Pistons,Philadelphia 76ers,106,114,+290,-370
N/A,Washington Wizards,Charlotte Hornets,117,124,-149,+127
N/A,Orlando Magic,Atlanta Hawks,119,120,+133,-159
N/A,Indiana Pacers,Milwaukee Bucks,126,124,-101,-116
N/A,Denver Nuggets,Golden State Warriors,108,105,-189,+159
N/A,Sacramento Kings,Portland Trail Blazers,121,118,-323,+259
N/A,Dallas Mavericks,Toronto Raptors,116,127,-169,+145
N/A,Chicago Bulls,Phoenix Suns,115,116,-105,-112
N/A,Houston Rockets,Los Angeles Lakers,128,94,+110,-128
N/A,Memphis Grizzlies,Miami Heat,102,108,+108,-127
N/A,Milwaukee Bucks,Detroit Pistons,120,118,-667,+474
N/A,Minnesota Timberwolves,New Orleans Pelicans,122,101,-417,+326
N/A,Oklahoma City Thunder,Cleveland Cavaliers,128,120,+108,-128
N/A,Brooklyn Nets,Los Angeles Clippers,100,93,+175,-213
N/A,New York Knicks,San Antonio Spurs,126,105,-385,+299
N/A,Charlotte Hornets,Washington Wizards,116,132,-133,+112
N/A,Indiana Pacers,Utah Jazz,134,118,-233,+193
N/A,Philadelphia 76ers,Boston Celtics,106,103,+122,-143
N/A,Denver Nuggets,New Orleans Pelicans,134,116,-250,+206
N/A,Chicago Bulls,Utah Jazz,130,113,-172,+146
N/A,Houston Rockets,Sacramento Kings,122,97,+110,-128
N/A,Minnesota Timberwolves,Boston Celtics,114,109,+135,-159
N/A,Oklahoma City Thunder,Atlanta Hawks,126,117,-106,-109
N/A,Brooklyn Nets,Milwaukee Bucks,125,129,+161,-192
N/A,Miami Heat,Los Angeles Lakers,108,107,-125,+106
N/A,New York Knicks,Los Angeles Clippers,111,97,-120,+102
N/A,Detroit Pistons,Golden State Warriors,109,120,+298,-385
N/A,Indiana Pacers,San Antonio Spurs,152,111,-357,+288
N/A,Orlando Magic,Dallas Mavericks,102,117,-108,-108
N/A,Philadelphia 76ers,Washington Wizards,146,128,-556,+411
N/A,Portland Trail Blazers,Memphis Grizzlies,100,112,+131,-154
N/A,Dallas Mavericks,Charlotte Hornets,124,118,-588,+426
N/A,Cleveland Cavaliers,Golden State Warriors,115,104,-115,-103
N/A,San Antonio Spurs,Toronto Raptors,116,123,+142,-167
N/A,Detroit Pistons,Phoenix Suns,106,120,+134,-159
N/A,Denver Nuggets,Chicago Bulls,123,101,-400,+312
N/A,Brooklyn Nets,Boston Celtics,114,124,+357,-476
N/A,Houston Rockets,Sacramento Kings,107,89,+116,-139
N/A,Minnesota Timberwolves,Utah Jazz,123,95,-312,+249
N/A,Indiana Pacers,Charlotte Hornets,124,125,-192,+162
N/A,New Orleans Pelicans,Atlanta Hawks,105,123,-128,+108
N/A,Orlando Magic,Los Angeles Lakers,120,101,+137,-161
N/A,Philadelphia 76ers,Phoenix Suns,112,100,-256,+204
N/A,Denver Nuggets,Dallas Mavericks,125,114,-227,+190
N/A,Portland Trail Blazers,Memphis Grizzlies,115,113,+139,-164
N/A,Chicago Bulls,Brooklyn Nets,107,109,-169,+144
N/A,Miami Heat,Washington Wizards,121,114,-400,+312
N/A,Oklahoma City Thunder,Golden State Warriors,139,141,+199,-244
N/A,Milwaukee Bucks,New York Knicks,110,105,-213,+175
N/A,Indiana Pacers,Cleveland Cavaliers,121,116,+114,-133
N/A,Phoenix Suns,San Antonio Spurs,121,132,-500,+375
N/A,Utah Jazz,Orlando Magic,113,115,+104,-122
N/A,New Orleans Pelicans,Detroit Pistons,125,116,-192,+161
N/A,Philadelphia 76ers,Toronto Raptors,114,99,-303,+243
N/A,Golden State Warriors,Sacramento Kings,102,101,-263,+212
N/A,Los Angeles Lakers,Los Angeles Clippers,130,125,-154,+129
N/A,Utah Jazz,Memphis Grizzlies,133,109,-128,+108
N/A,Dallas Mavericks,Chicago Bulls,114,105,-161,+137
N/A,Houston Rockets,Charlotte Hornets,128,119,-147,+124
N/A,Minnesota Timberwolves,Denver Nuggets,110,89,+112,-132
N/A,Atlanta Hawks,Washington Wizards,130,121,-455,+350
N/A,Boston Celtics,Indiana Pacers,155,104,-714,+519
N/A,Miami Heat,Brooklyn Nets,105,109,-270,+217
N/A,New York Knicks,Cleveland Cavaliers,89,95,-217,+177
N/A,Oklahoma City Thunder,New Orleans Pelicans,106,110,-156,+131
N/A,Detroit Pistons,Portland Trail Blazers,101,110,-159,+133
N/A,Toronto Raptors,Milwaukee Bucks,130,111,+150,-179
N/A,Los Angeles Clippers,Orlando Magic,118,102,-250,+202
N/A,Phoenix Suns,San Antonio Spurs,114,115,-278,+225
N/A,Cleveland Cavaliers,New York Knicks,91,109,+110,-132
N/A,Los Angeles Lakers,Orlando Magic,106,103,-167,+140
N/A,Denver Nuggets,Utah Jazz,110,102,-385,+298
N/A,Memphis Grizzlies,Dallas Mavericks,110,125,-114,-103
N/A,Milwaukee Bucks,Miami Heat,122,114,-303,+245
N/A,New Orleans Pelicans,Golden State Warriors,102,130,-143,+121
N/A,Oklahoma City Thunder,Detroit Pistons,124,112,-250,+206
N/A,Atlanta Hawks,Minnesota Timberwolves,127,113,+114,-135
N/A,Toronto Raptors,Portland Trail Blazers,91,99,-476,+355
N/A,Charlotte Hornets,Brooklyn Nets,121,133,+106,-127
N/A,Indiana Pacers,Chicago Bulls,105,112,-149,+127
N/A,Washington Wizards,Boston Celtics,107,126,+375,-500
N/A,Los Angeles Clippers,San Antonio Spurs,123,83,-400,+308
N/A,Sacramento Kings,Los Angeles Lakers,132,127,-133,+112
N/A,Philadelphia 76ers,Portland Trail Blazers,126,98,-417,+326
N/A,Houston Rockets,Golden State Warriors,95,106,+216,-278
N/A,Milwaukee Bucks,Atlanta Hawks,110,127,-250,+204
N/A,Oklahoma City Thunder,Denver Nuggets,95,128,+135,-159
N/A,Phoenix Suns,Utah Jazz,126,104,-213,+175
N/A,Minnesota Timberwolves,Miami Heat,106,90,-333,+258
N/A,Cleveland Cavaliers,Indiana Pacers,113,125,+142,-167
N/A,Toronto Raptors,Philadelphia 76ers,107,114,+162,-192
N/A,Detroit Pistons,Chicago Bulls,118,102,+118,-141
N/A,New Orleans Pelicans,New York Knicks,96,87,-143,+121
N/A,Washington Wizards,Memphis Grizzlies,113,106,-106,-111
N/A,Portland Trail Blazers,Orlando Magic,97,102,+140,-167
N/A,Sacramento Kings,Golden State Warriors,114,122,-152,+129
N/A,Utah Jazz,Los Angeles Clippers,120,118,+148,-175
N/A,Dallas Mavericks,Brooklyn Nets,125,120,-233,+193
N/A,Chicago Bulls,Toronto Raptors,104,103,-133,+114
N/A,San Antonio Spurs,Houston Rockets,126,122,-152,+127
N/A,Atlanta Hawks,New York Knicks,120,126,-105,-111
N/A,Boston Celtics,Miami Heat,119,111,-370,+290
N/A,Cleveland Cavaliers,Oklahoma City Thunder,105,108,-141,+121
N/A,Charlotte Hornets,Detroit Pistons,99,111,-182,+152
N/A,Memphis Grizzlies,Denver Nuggets,104,108,+179,-217
N/A,Los Angeles Lakers,Phoenix Suns,100,95,-244,+200
N/A,Milwaukee Bucks,Philadelphia 76ers,118,117,-244,+200
N/A,Los Angeles Clippers,Portland Trail Blazers,123,111,-435,+334
N/A,San Antonio Spurs,Dallas Mavericks,119,126,+159,-189
N/A,Utah Jazz,Sacramento Kings,114,130,+104,-122
N/A,Chicago Bulls,Oklahoma City Thunder,104,124,-143,+121
N/A,Memphis Grizzlies,New Orleans Pelicans,104,111,-118,-101
N/A,Brooklyn Nets,Cleveland Cavaliers,113,114,+102,-122
N/A,Miami Heat,Detroit Pistons,103,102,-435,+337
N/A,Toronto Raptors,Minnesota Timberwolves,97,94,-114,-103
N/A,Charlotte Hornets,Atlanta Hawks,116,110,+149,-175
N/A,Indiana Pacers,Washington Wizards,143,120,-189,+158
N/A,New York Knicks,Boston Celtics,104,108,+146,-172
N/A,Orlando Magic,Houston Rockets,116,86,-179,+152
N/A,Golden State Warriors,Phoenix Suns,104,108,-147,+125
N/A,Denver Nuggets,Los Angeles Lakers,119,107,-189,+160
N/A,Golden State Warriors,San Antonio Spurs,117,122,-244,+183
N/A,Dallas Mavericks,Detroit Pistons,114,104,-213,+164
N/A,Houston Rockets,Miami Heat,110,104,-169,+133
N/A,Milwaukee Bucks,Memphis Grizzlies,124,116,-233,+175
N/A,Toronto Raptors,Washington Wizards,134,98,-286,+210
N/A,Indiana Pacers,Cleveland Cavaliers,109,104,-116,-110
N/A,Philadelphia 76ers,Atlanta Hawks,120,106,-130,+100
N/A,Los Angeles Clippers,Denver Nuggets,90,103,+162,-217
N/A,Los Angeles Lakers,Phoenix Suns,100,123,-149,+114
N/A,Sacramento Kings,Utah Jazz,116,113,+122,-159
N/A,Chicago Bulls,Minnesota Timberwolves,105,114,-111,-116
N/A,Oklahoma City Thunder,Detroit Pistons,116,118,-175,+135
N/A,Charlotte Hornets,Boston Celtics,99,127,+198,-270
N/A,Golden State Warriors,Sacramento Kings,116,115,-256,+192
N/A,San Antonio Spurs,Houston Rockets,117,103,-200,+154
N/A,Miami Heat,Brooklyn Nets,104,107,+100,-127
N/A,New York Knicks,Washington Wizards,106,131,-294,+214
N/A,Los Angeles Clippers,Denver Nuggets,116,103,-294,+219
N/A,Chicago Bulls,Toronto Raptors,102,106,-164,+129
N/A,Oklahoma City Thunder,Milwaukee Bucks,124,101,-133,+104
N/A,Boston Celtics,New York Knicks,123,110,-400,+275
N/A,Orlando Magic,New Orleans Pelicans,92,104,-132,+102
N/A,Phoenix Suns,Portland Trail Blazers,117,106,-345,+248
N/A,San Antonio Spurs,Houston Rockets,89,99,+179,-238
N/A,Brooklyn Nets,Philadelphia 76ers,119,127,-127,-102
N/A,Indiana Pacers,Atlanta Hawks,116,112,-227,+173
N/A,Sacramento Kings,Golden State Warriors,115,121,-250,+187
N/A,Denver Nuggets,Chicago Bulls,116,102,-294,+214
N/A,Los Angeles Lakers,Milwaukee Bucks,97,108,+149,-192
N/A,Miami Heat,Memphis Grizzlies,132,124,-109,-120
N/A,Charlotte Hornets,Oklahoma City Thunder,117,115,-182,+140
N/A,Utah Jazz,Portland Trail Blazers,138,133,-213,+163
N/A,New York Knicks,Minnesota Timberwolves,112,121,-172,+137
N/A,Atlanta Hawks,New Orleans Pelicans,110,105,-116,-109
N/A,Los Angeles Lakers,Golden State Warriors,125,129,-145,+112
N/A,San Antonio Spurs,Miami Heat,120,104,-323,+234
N/A,Portland Trail Blazers,Phoenix Suns,111,122,+156,-204
